agent_0,agent_1,agent_2
0.9925192905735883,0.9925192905735883,0.9925192905735883
0.5126134030585096,0.5126134030585096,0.5126134030585096
0.9001954350138105,0.9001954350138105,0.9001954350138105
0.8433712010343672,0.8433712010343672,0.8433712010343672
0.8535874278221239,0.8535874278221239,0.8535874278221239
0.5112255012141248,0.5112255012141248,0.5112255012141248
0.28145633101032236,0.28145633101032236,0.28145633101032236
0.6730830276267676,0.6730830276267676,0.6730830276267676
0.7010667632411565,0.7010667632411565,0.7010667632411565
0.5365597513702713,0.5365597513702713,0.5365597513702713
0.1223593037571337,0.1223593037571337,0.1223593037571337
0.15068206483700056,0.15068206483700056,0.15068206483700056
0.5049827596942278,0.5049827596942278,0.5049827596942278
-0.25532187589124944,-0.25532187589124944,-0.25532187589124944
-0.021184148031895056,-0.021184148031895056,-0.021184148031895056
0.2212345678983445,0.2212345678983445,0.2212345678983445
0.5453885207626966,0.5453885207626966,0.5453885207626966
0.3059471161081209,0.3059471161081209,0.3059471161081209
0.1675843712137708,0.1675843712137708,0.1675843712137708
0.5569218375984496,0.5569218375984496,0.5569218375984496
0.8763925398106954,0.8763925398106954,0.8763925398106954
0.9779761745888832,0.9779761745888832,0.9779761745888832
-0.011185088440982316,-0.011185088440982316,-0.011185088440982316
-0.09283545413516014,-0.09283545413516014,-0.09283545413516014
0.4494421008852827,0.4494421008852827,0.4494421008852827
0.5022126051263941,0.5022126051263941,0.5022126051263941
0.5434068743862759,0.5434068743862759,0.5434068743862759
0.5200461764009345,0.5200461764009345,0.5200461764009345
0.020395927056750418,0.020395927056750418,0.020395927056750418
-0.27030525608490924,-0.27030525608490924,-0.27030525608490924
0.5997685063890836,0.5997685063890836,0.5997685063890836
0.42461437753581494,0.42461437753581494,0.42461437753581494
0.9839301924352277,0.9839301924352277,0.9839301924352277
0.5715033764588046,0.5715033764588046,0.5715033764588046
0.808808141084004,0.808808141084004,0.808808141084004
0.941527026410853,0.941527026410853,0.941527026410853
0.3253896768888753,0.3253896768888753,0.3253896768888753
0.2767859219361595,0.2767859219361595,0.2767859219361595
1.1049932369574524,1.1049932369574524,1.1049932369574524
-0.5262904113282666,-0.5262904113282666,-0.5262904113282666
0.4482288335027487,0.4482288335027487,0.4482288335027487
0.10182560369795508,0.10182560369795508,0.10182560369795508
0.10279621600677895,0.10279621600677895,0.10279621600677895
0.5204331150032024,0.5204331150032024,0.5204331150032024
0.11835946788122172,0.11835946788122172,0.11835946788122172
0.17486502028665493,0.17486502028665493,0.17486502028665493
-0.13179232536634267,-0.13179232536634267,-0.13179232536634267
0.6656115572957471,0.6656115572957471,0.6656115572957471
0.6616181412040401,0.6616181412040401,0.6616181412040401
-0.14613540097553726,-0.14613540097553726,-0.14613540097553726
0.5042778999155185,0.5042778999155185,0.5042778999155185
0.5523832488668674,0.5523832488668674,0.5523832488668674
0.6842505161027539,0.6842505161027539,0.6842505161027539
0.7579219959250375,0.7579219959250375,0.7579219959250375
-0.05743216549857166,-0.05743216549857166,-0.05743216549857166
0.7578030260763873,0.7578030260763873,0.7578030260763873
0.721116069897787,0.721116069897787,0.721116069897787
0.05631565606416052,0.05631565606416052,0.05631565606416052
0.903436300174339,0.903436300174339,0.903436300174339
0.3747630307471785,0.3747630307471785,0.3747630307471785
0.560562040617525,0.560562040617525,0.560562040617525
0.28125143374523626,0.28125143374523626,0.28125143374523626
0.28426805310958086,0.28426805310958086,0.28426805310958086
0.36601872326044244,0.36601872326044244,0.36601872326044244
0.1928201428261087,0.1928201428261087,0.1928201428261087
0.7476760256324025,0.7476760256324025,0.7476760256324025
0.9212824236561913,0.9212824236561913,0.9212824236561913
-0.20985185942924275,-0.20985185942924275,-0.20985185942924275
0.5066199225874054,0.5066199225874054,0.5066199225874054
0.643860412469941,0.643860412469941,0.643860412469941
0.47196503418633734,0.47196503418633734,0.47196503418633734
0.17094451015052634,0.17094451015052634,0.17094451015052634
0.7910887583290881,0.7910887583290881,0.7910887583290881
0.6864243491529874,0.6864243491529874,0.6864243491529874
0.6175222494252793,0.6175222494252793,0.6175222494252793
0.15660097989155966,0.15660097989155966,0.15660097989155966
0.8480394424928431,0.8480394424928431,0.8480394424928431
0.6955889140964552,0.6955889140964552,0.6955889140964552
0.332939162166161,0.332939162166161,0.332939162166161
1.0963045429484441,1.0963045429484441,1.0963045429484441
0.7438680097637155,0.7438680097637155,0.7438680097637155
0.9921336379714557,0.9921336379714557,0.9921336379714557
1.0069286561327193,1.0069286561327193,1.0069286561327193
0.30538805817644493,0.30538805817644493,0.30538805817644493
0.4285424532533195,0.4285424532533195,0.4285424532533195
0.5928190941020194,0.5928190941020194,0.5928190941020194
-0.17626747112429517,-0.17626747112429517,-0.17626747112429517
0.5468112681790879,0.5468112681790879,0.5468112681790879
0.7988344269244317,0.7988344269244317,0.7988344269244317
-0.09146887690386984,-0.09146887690386984,-0.09146887690386984
0.44190911504679264,0.44190911504679264,0.44190911504679264
0.9498441398589835,0.9498441398589835,0.9498441398589835
0.5585808676763554,0.5585808676763554,0.5585808676763554
0.21489642241751974,0.21489642241751974,0.21489642241751974
1.036793622753909,1.036793622753909,1.036793622753909
0.6793620908413184,0.6793620908413184,0.6793620908413184
0.7655101343522559,0.7655101343522559,0.7655101343522559
0.40477905487446236,0.40477905487446236,0.40477905487446236
0.7827691606937073,0.7827691606937073,0.7827691606937073
0.6388046112092901,0.6388046112092901,0.6388046112092901
